Patient_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Blood_Group,Marital_Status,Phone_Number,Email,Address,City,State,Country,Pincode,Height_cm,Weight_kg,BMI,Smoking_Status,Alcohol_Consumption,Chronic_Condition,Primary_Doctor_ID,Insurance_Provider,Insurance_Policy_No,Registration_Date
P00125,Suresh,Gupta,Male,40,1985-09-20,A-,Married,9606949627,user125@mail.com,Local Address,Pune,Maharashtra,India,405834,175,77,25.1,No,No,Asthma,D107,ICICI Lombard,POL305323,2020-03-14
P00126,Suresh,Kulkarni,Male,36,1989-04-09,B-,Single,9603096564,user126@mail.com,Local Address,Nagpur,Maharashtra,India,401662,154,67,28.3,Yes,Occasionally,Diabetes,D110,Reliance General,POL926861,2021-05-09
P00127,Kavita,Nair,Female,39,1986-06-04,O+,Married,9273330658,user127@mail.com,Local Address,Nashik,Maharashtra,India,405994,180,52,16.0,Yes,No,Diabetes,D100,New India Assurance,POL787748,2023-03-23
P00128,Rahul,Sharma,Male,57,1968-10-31,A-,Married,9856533165,user128@mail.com,Local Address,Nashik,Maharashtra,India,407413,170,76,26.3,No,No,None,D103,ICICI Lombard,POL298821,2021-10-25
P00129,Kavita,Iyer,Female,43,1982-05-20,B+,Married,9885684168,user129@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400504,158,69,27.6,Yes,No,Diabetes,D106,HDFC Ergo,POL105590,2020-01-06
P00130,Amit,Mehta,Male,47,1978-07-05,A-,Single,9905258106,user130@mail.com,Local Address,Pune,Maharashtra,India,402867,169,65,22.8,No,Occasionally,None,D100,HDFC Ergo,POL425410,2021-08-17
P00131,Amit,Patil,Female,52,1973-02-08,B-,Married,9735670984,user131@mail.com,Local Address,Pune,Maharashtra,India,404010,168,81,28.7,Yes,No,Hypertension,D104,Reliance General,POL855413,2020-11-25
P00132,Rahul,Iyer,Male,57,1968-07-29,AB-,Single,9252911439,user132@mail.com,Local Address,Nagpur,Maharashtra,India,406815,171,65,22.2,No,No,Thyroid,D104,Star Health,POL982011,2021-10-08
P00133,Neha,Gupta,Female,54,1971-12-20,O+,Married,9232314359,user133@mail.com,Local Address,Pune,Maharashtra,India,408849,165,59,21.7,Yes,Occasionally,Hypertension,D107,Star Health,POL400342,2023-12-30
P00134,Anjali,Gupta,Male,42,1983-07-27,O-,Married,9114530437,user134@mail.com,Local Address,Pune,Maharashtra,India,402595,166,51,18.5,No,Occasionally,Hypertension,D107,Star Health,POL167142,2020-03-17
P00135,Anjali,Patil,Male,56,1969-02-12,AB-,Married,9635189262,user135@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400262,151,59,25.9,Yes,No,Asthma,D106,New India Assurance,POL653997,2020-12-12
P00136,Rohan,Kulkarni,Female,50,1975-07-31,A-,Single,9430211340,user136@mail.com,Local Address,Pune,Maharashtra,India,410880,151,56,24.6,Yes,No,Diabetes,D110,Reliance General,POL736419,2020-11-12
P00137,Pooja,Nair,Male,30,1995-02-02,A-,Single,9511157410,user137@mail.com,Local Address,Nashik,Maharashtra,India,406510,175,90,29.4,No,No,Diabetes,D109,ICICI Lombard,POL231180,2020-01-30
P00138,Rohan,Iyer,Male,31,1994-05-17,B-,Single,9143286678,user138@mail.com,Local Address,Pune,Maharashtra,India,402565,177,87,27.8,Yes,No,Hypertension,D104,ICICI Lombard,POL116751,2021-02-26
P00139,Anjali,Kulkarni,Female,30,1995-04-19,O+,Married,9939948907,user139@mail.com,Local Address,Mumbai,Maharashtra,India,409629,173,77,25.7,No,Occasionally,Diabetes,D102,ICICI Lombard,POL642386,2020-06-24
P00140,Rahul,Mehta,Female,38,1987-01-01,O-,Single,9138073391,user140@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400555,160,74,28.9,No,No,Asthma,D106,Star Health,POL579431,2022-11-04
P00141,Rohan,Mehta,Female,54,1971-08-03,AB+,Single,9040969159,user141@mail.com,Local Address,Pune,Maharashtra,India,406642,164,77,28.6,Yes,No,Thyroid,D108,HDFC Ergo,POL156213,2021-05-16
P00142,Rahul,Joshi,Female,55,1970-03-27,O-,Married,9915233136,user142@mail.com,Local Address,Pune,Maharashtra,India,409118,150,51,22.7,Yes,Occasionally,Diabetes,D105,Star Health,POL353147,2020-01-20
P00143,Pooja,Joshi,Female,60,1965-09-09,A+,Single,9168066593,user143@mail.com,Local Address,Pune,Maharashtra,India,409971,163,53,19.9,No,No,None,D106,Star Health,POL269407,2020-01-19
P00144,Vikas,Joshi,Female,33,1992-01-11,A-,Married,9613887141,user144@mail.com,Local Address,Pune,Maharashtra,India,409432,167,80,28.7,No,Occasionally,Asthma,D108,Star Health,POL214272,2020-05-29
P00145,Neha,Gupta,Male,54,1971-06-04,A-,Married,9895710208,user145@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401238,151,79,34.6,Yes,No,Asthma,D108,Star Health,POL566971,2020-08-06
P00146,Pooja,Nair,Female,49,1976-05-02,A+,Single,9765402106,user146@mail.com,Local Address,Mumbai,Maharashtra,India,400060,165,82,30.1,No,No,Hypertension,D110,Reliance General,POL723470,2023-09-03
P00147,Anjali,Iyer,Male,59,1966-04-27,O-,Single,9788081641,user147@mail.com,Local Address,Mumbai,Maharashtra,India,403119,150,82,36.4,Yes,Occasionally,Thyroid,D100,ICICI Lombard,POL192493,2023-02-27
P00148,Rahul,Singh,Female,59,1966-12-13,O-,Single,9123522262,user148@mail.com,Local Address,Nagpur,Maharashtra,India,400877,162,68,25.9,No,Occasionally,Hypertension,D106,Reliance General,POL661152,2023-04-12
P00149,Rohan,Nair,Female,60,1965-11-29,A+,Single,9150935517,user149@mail.com,Local Address,Nagpur,Maharashtra,India,408136,179,61,19.0,Yes,Occasionally,Diabetes,D109,New India Assurance,POL329019,2022-11-27
P00150,Amit,Iyer,Male,53,1972-05-17,O-,Married,9026041875,user150@mail.com,Local Address,Nashik,Maharashtra,India,401869,173,81,27.1,Yes,Occasionally,Asthma,D110,HDFC Ergo,POL249565,2021-08-13
P00151,Sneha,Mehta,Female,51,1974-11-23,O-,Married,9062954599,user151@mail.com,Local Address,Pune,Maharashtra,India,404037,167,66,23.7,Yes,Occasionally,Thyroid,D104,Reliance General,POL471603,2020-08-09
P00152,Amit,Kulkarni,Female,54,1971-11-19,O-,Single,9531328680,user152@mail.com,Local Address,Nagpur,Maharashtra,India,400048,169,61,21.4,No,Occasionally,None,D101,ICICI Lombard,POL340254,2020-11-18
P00153,Rohan,Iyer,Female,41,1984-10-20,AB+,Married,9379520854,user153@mail.com,Local Address,Pune,Maharashtra,India,402948,169,53,18.6,Yes,Occasionally,Diabetes,D101,Star Health,POL259251,2022-04-20
P00154,Rahul,Singh,Female,40,1985-11-18,O-,Married,9369383837,user154@mail.com,Local Address,Pune,Maharashtra,India,404673,158,50,20.0,Yes,Occasionally,Hypertension,D100,Star Health,POL492440,2020-01-25
P00155,Rahul,Gupta,Male,28,1997-07-12,O-,Single,9423598302,user155@mail.com,Local Address,Nagpur,Maharashtra,India,402505,171,90,30.8,Yes,No,Diabetes,D104,HDFC Ergo,POL656267,2021-03-14
P00156,Rohan,Nair,Male,35,1990-08-15,AB-,Single,9955170995,user156@mail.com,Local Address,Nashik,Maharashtra,India,409392,153,52,22.2,Yes,Occasionally,Diabetes,D109,Star Health,POL888345,2022-01-31
P00157,Anjali,Sharma,Male,50,1975-05-05,O+,Married,9668562302,user157@mail.com,Local Address,Nagpur,Maharashtra,India,403268,172,61,20.6,Yes,No,Asthma,D103,ICICI Lombard,POL558004,2023-01-29
P00158,Kavita,Gupta,Female,51,1974-08-25,O-,Single,9605754593,user158@mail.com,Local Address,Mumbai,Maharashtra,India,407382,161,75,28.9,No,Occasionally,Asthma,D102,HDFC Ergo,POL981517,2023-12-28
P00159,Anjali,Mehta,Female,33,1992-11-17,B+,Married,9993193296,user159@mail.com,Local Address,Nashik,Maharashtra,India,400984,180,74,22.8,Yes,Occasionally,Thyroid,D110,Star Health,POL624200,2020-06-14
P00160,Rohan,Verma,Male,31,1994-02-02,O-,Married,9557332188,user160@mail.com,Local Address,Pune,Maharashtra,India,407192,163,66,24.8,No,No,Asthma,D104,HDFC Ergo,POL187970,2022-04-29
P00161,Kavita,Singh,Female,30,1995-05-20,O+,Single,9365506331,user161@mail.com,Local Address,Nagpur,Maharashtra,India,406837,166,81,29.4,Yes,Occasionally,Diabetes,D110,HDFC Ergo,POL824906,2021-05-26
P00162,Amit,Verma,Female,58,1967-12-12,AB-,Single,9518529707,user162@mail.com,Local Address,Mumbai,Maharashtra,India,402532,158,68,27.2,No,Occasionally,Diabetes,D103,New India Assurance,POL754572,2021-07-25
P00163,Vikas,Kulkarni,Female,57,1968-12-25,A+,Single,9572683010,user163@mail.com,Local Address,Mumbai,Maharashtra,India,400796,165,80,29.4,No,No,Diabetes,D110,Reliance General,POL179037,2022-08-09
P00164,Pooja,Kulkarni,Male,46,1979-12-18,B-,Single,9546025322,user164@mail.com,Local Address,Pune,Maharashtra,India,408783,169,68,23.8,No,Occasionally,None,D101,HDFC Ergo,POL140350,2021-03-17
P00165,Kavita,Singh,Female,53,1972-08-24,AB+,Married,9748483447,user165@mail.com,Local Address,Navi Mumbai,Maharashtra,India,407054,150,62,27.6,No,No,Hypertension,D100,HDFC Ergo,POL456461,2020-03-16
P00166,Suresh,Mehta,Male,35,1990-07-29,B-,Single,9520020126,user166@mail.com,Local Address,Mumbai,Maharashtra,India,401234,178,75,23.7,No,No,None,D107,Star Health,POL781516,2020-01-02
P00167,Vikas,Patil,Female,59,1966-02-04,O+,Married,9371824509,user167@mail.com,Local Address,Navi Mumbai,Maharashtra,India,404963,170,79,27.3,Yes,No,Hypertension,D107,Star Health,POL133250,2022-10-31
P00168,Neha,Gupta,Male,46,1979-12-21,AB+,Married,9305284715,user168@mail.com,Local Address,Nagpur,Maharashtra,India,407362,173,72,24.1,Yes,No,Thyroid,D106,ICICI Lombard,POL954164,2023-01-17
P00169,Anjali,Patil,Female,43,1982-12-16,O+,Married,9624207993,user169@mail.com,Local Address,Nagpur,Maharashtra,India,406262,165,51,18.7,No,No,Thyroid,D108,ICICI Lombard,POL216933,2022-12-18
P00170,Rohan,Joshi,Male,35,1990-09-01,B+,Single,9413006104,user170@mail.com,Local Address,Nagpur,Maharashtra,India,408786,172,77,26.0,No,No,Hypertension,D106,HDFC Ergo,POL487211,2021-07-09
P00171,Rahul,Joshi,Male,37,1988-08-24,A+,Married,9789196425,user171@mail.com,Local Address,Mumbai,Maharashtra,India,404134,164,68,25.3,No,No,Asthma,D105,ICICI Lombard,POL505388,2020-10-09
P00172,Neha,Kulkarni,Female,57,1968-08-22,O+,Married,9077081467,user172@mail.com,Local Address,Nashik,Maharashtra,India,409463,162,61,23.2,No,Occasionally,Hypertension,D106,ICICI Lombard,POL136910,2022-11-26
P00173,Neha,Joshi,Male,35,1990-02-12,B-,Married,9816042556,user173@mail.com,Local Address,Mumbai,Maharashtra,India,401830,179,84,26.2,Yes,No,Diabetes,D105,ICICI Lombard,POL138328,2022-04-14
P00174,Anjali,Patil,Male,42,1983-06-29,O+,Single,9160978984,user174@mail.com,Local Address,Nashik,Maharashtra,India,404284,173,67,22.4,No,Occasionally,Diabetes,D106,Reliance General,POL677846,2020-06-23
P00175,Amit,Singh,Male,52,1973-04-11,A-,Married,9303499798,user175@mail.com,Local Address,Mumbai,Maharashtra,India,404777,177,90,28.7,No,No,Thyroid,D101,HDFC Ergo,POL956969,2020-06-09
P00176,Suresh,Kulkarni,Male,30,1995-03-24,AB+,Single,9818533220,user176@mail.com,Local Address,Pune,Maharashtra,India,404370,150,61,27.1,Yes,Occasionally,Diabetes,D103,ICICI Lombard,POL503819,2020-10-04
P00177,Anjali,Mehta,Male,54,1971-09-10,A+,Married,9720174769,user177@mail.com,Local Address,Navi Mumbai,Maharashtra,India,406317,177,56,17.9,Yes,Occasionally,Hypertension,D107,ICICI Lombard,POL562574,2020-03-25
P00178,Rahul,Sharma,Female,40,1985-12-27,B-,Married,9971291306,user178@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405906,174,76,25.1,No,Occasionally,Asthma,D103,HDFC Ergo,POL903429,2023-02-06
P00179,Rohan,Gupta,Female,53,1972-01-15,AB+,Single,9191445691,user179@mail.com,Local Address,Pune,Maharashtra,India,408476,177,80,25.5,Yes,No,None,D106,New India Assurance,POL730125,2022-08-09
P00180,Rahul,Sharma,Male,31,1994-02-20,O-,Married,9524875504,user180@mail.com,Local Address,Pune,Maharashtra,India,404501,155,80,33.3,Yes,No,Hypertension,D100,Star Health,POL343868,2021-02-10
P00181,Kavita,Verma,Female,54,1971-10-15,A-,Married,9580070918,user181@mail.com,Local Address,Pune,Maharashtra,India,400429,156,61,25.1,Yes,Occasionally,Diabetes,D104,Star Health,POL451105,2022-09-22
P00182,Amit,Gupta,Female,35,1990-09-12,A-,Single,9822947038,user182@mail.com,Local Address,Pune,Maharashtra,India,401528,162,70,26.7,Yes,No,Asthma,D109,Star Health,POL850606,2023-10-22
P00183,Pooja,Mehta,Male,42,1983-08-05,AB+,Married,9939454785,user183@mail.com,Local Address,Mumbai,Maharashtra,India,400576,153,88,37.6,No,Occasionally,Hypertension,D109,Star Health,POL245820,2020-08-05
P00184,Sneha,Joshi,Male,38,1987-04-24,A-,Married,9979084849,user184@mail.com,Local Address,Nagpur,Maharashtra,India,404513,174,65,21.5,No,Occasionally,Hypertension,D102,New India Assurance,POL174838,2022-07-06
P00185,Rohan,Patil,Male,40,1985-12-04,B-,Single,9640365767,user185@mail.com,Local Address,Pune,Maharashtra,India,406657,157,59,23.9,No,No,None,D108,Star Health,POL814638,2024-01-12
P00186,Amit,Mehta,Female,59,1966-04-06,B+,Single,9771468202,user186@mail.com,Local Address,Navi Mumbai,Maharashtra,India,408904,173,58,19.4,Yes,Occasionally,Asthma,D102,ICICI Lombard,POL394013,2023-07-06
P00187,Amit,Sharma,Male,32,1993-08-29,O+,Single,9895320540,user187@mail.com,Local Address,Nagpur,Maharashtra,India,405894,154,83,35.0,Yes,Occasionally,Diabetes,D101,HDFC Ergo,POL118508,2021-12-27
P00188,Vikas,Joshi,Female,59,1966-08-24,O-,Married,9097062722,user188@mail.com,Local Address,Nashik,Maharashtra,India,406475,179,72,22.5,Yes,Occasionally,Thyroid,D107,HDFC Ergo,POL209755,2020-07-15
P00189,Rahul,Mehta,Male,41,1984-06-13,O-,Married,9407075286,user189@mail.com,Local Address,Navi Mumbai,Maharashtra,India,408893,172,52,17.6,Yes,Occasionally,Diabetes,D100,New India Assurance,POL249019,2022-06-02
P00190,Amit,Iyer,Male,57,1968-12-06,O-,Single,9242820323,user190@mail.com,Local Address,Nashik,Maharashtra,India,403670,168,80,28.3,No,No,Asthma,D107,HDFC Ergo,POL500067,2022-02-12
P00191,Rahul,Kulkarni,Female,51,1974-08-20,O+,Married,9479243841,user191@mail.com,Local Address,Nashik,Maharashtra,India,404966,180,90,27.8,No,Occasionally,Asthma,D108,Star Health,POL374183,2020-03-07
P00192,Amit,Nair,Male,37,1988-12-24,A+,Single,9164034033,user192@mail.com,Local Address,Nagpur,Maharashtra,India,404895,165,60,22.0,Yes,No,Thyroid,D105,Star Health,POL785304,2023-03-11
P00193,Rahul,Singh,Male,32,1993-03-31,AB+,Single,9465152128,user193@mail.com,Local Address,Pune,Maharashtra,India,409097,180,89,27.5,Yes,No,Diabetes,D101,New India Assurance,POL786407,2023-09-29
P00194,Anjali,Iyer,Female,28,1997-11-21,B+,Married,9771990589,user194@mail.com,Local Address,Pune,Maharashtra,India,402708,158,83,33.2,No,Occasionally,None,D100,ICICI Lombard,POL656044,2022-03-14
P00195,Anjali,Iyer,Female,28,1997-01-27,AB-,Single,9545806076,user195@mail.com,Local Address,Nashik,Maharashtra,India,404437,178,60,18.9,No,Occasionally,Thyroid,D110,New India Assurance,POL344201,2020-08-15
P00196,Rohan,Joshi,Male,29,1996-09-22,O+,Married,9369760856,user196@mail.com,Local Address,Mumbai,Maharashtra,India,408519,166,80,29.0,No,Occasionally,Asthma,D108,New India Assurance,POL496041,2020-01-13
P00197,Kavita,Joshi,Male,31,1994-02-09,B-,Married,9443836559,user197@mail.com,Local Address,Nashik,Maharashtra,India,402711,162,51,19.4,No,No,None,D100,Star Health,POL354299,2020-01-05
P00198,Suresh,Joshi,Male,48,1977-12-26,O-,Married,9554526850,user198@mail.com,Local Address,Nashik,Maharashtra,India,406884,152,58,25.1,No,No,Hypertension,D110,HDFC Ergo,POL440305,2022-07-24
P00199,Kavita,Iyer,Male,57,1968-05-20,A+,Married,9760575089,user199@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405167,159,64,25.3,No,Occasionally,Asthma,D100,Reliance General,POL643008,2023-04-06
P00200,Rahul,Sharma,Male,38,1987-10-11,O-,Single,9058340164,user200@mail.com,Local Address,Pune,Maharashtra,India,405297,179,86,26.8,Yes,No,Diabetes,D106,Star Health,POL143351,2020-02-21
P00201,Sneha,Singh,Male,47,1978-04-11,O-,Single,9563824630,user201@mail.com,Local Address,Navi Mumbai,Maharashtra,India,402367,176,78,25.2,No,Occasionally,Thyroid,D102,New India Assurance,POL556070,2021-08-05
P00202,Neha,Verma,Male,46,1979-05-01,A+,Single,9210108148,user202@mail.com,Local Address,Pune,Maharashtra,India,403018,177,61,19.5,No,Occasionally,None,D105,New India Assurance,POL828785,2021-10-20
P00203,Suresh,Kulkarni,Male,57,1968-12-18,AB+,Married,9397029428,user203@mail.com,Local Address,Nashik,Maharashtra,India,405775,156,55,22.6,No,Occasionally,Diabetes,D105,New India Assurance,POL330016,2021-03-10
P00204,Amit,Nair,Female,50,1975-02-07,A-,Single,9430486390,user204@mail.com,Local Address,Nagpur,Maharashtra,India,401229,167,50,17.9,No,Occasionally,Asthma,D101,New India Assurance,POL956607,2022-05-03
P00205,Anjali,Mehta,Male,55,1970-09-16,O-,Married,9935381722,user205@mail.com,Local Address,Nashik,Maharashtra,India,401429,175,57,18.6,Yes,No,Asthma,D109,ICICI Lombard,POL774703,2022-10-31
P00206,Vikas,Kulkarni,Female,29,1996-12-08,O+,Married,9042147890,user206@mail.com,Local Address,Nagpur,Maharashtra,India,400846,172,84,28.4,Yes,Occasionally,Hypertension,D108,Reliance General,POL971569,2021-05-31
P00207,Kavita,Iyer,Male,50,1975-02-16,AB+,Married,9962977832,user207@mail.com,Local Address,Pune,Maharashtra,India,409835,165,81,29.8,No,Occasionally,Thyroid,D104,HDFC Ergo,POL190963,2021-04-10
P00208,Rohan,Patil,Female,29,1996-11-17,O-,Married,9766986935,user208@mail.com,Local Address,Mumbai,Maharashtra,India,403932,158,53,21.2,No,No,None,D100,HDFC Ergo,POL513077,2023-02-27
P00209,Vikas,Verma,Male,28,1997-06-04,O-,Single,9832480430,user209@mail.com,Local Address,Nagpur,Maharashtra,India,409612,165,66,24.2,No,Occasionally,Diabetes,D102,Star Health,POL633534,2020-12-23
P00210,Amit,Joshi,Female,46,1979-07-23,B+,Married,9890068576,user210@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400753,162,58,22.1,Yes,No,Hypertension,D100,Reliance General,POL902408,2021-06-22
P00211,Vikas,Singh,Female,44,1981-10-06,AB-,Single,9732133988,user211@mail.com,Local Address,Nagpur,Maharashtra,India,405155,150,80,35.6,Yes,Occasionally,Hypertension,D110,Star Health,POL767073,2022-11-29
P00212,Rahul,Joshi,Male,53,1972-01-03,B-,Single,9565965400,user212@mail.com,Local Address,Nagpur,Maharashtra,India,410236,174,59,19.5,No,No,Asthma,D104,Reliance General,POL952520,2022-01-13
P00213,Pooja,Singh,Male,50,1975-08-01,O-,Married,9249185316,user213@mail.com,Local Address,Pune,Maharashtra,India,407665,172,50,16.9,Yes,Occasionally,Diabetes,D109,HDFC Ergo,POL425746,2021-10-04
P00214,Rohan,Verma,Male,35,1990-09-24,A-,Single,9958137801,user214@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405961,166,51,18.5,No,No,Asthma,D100,ICICI Lombard,POL427851,2023-08-21
P00215,Kavita,Singh,Female,31,1994-12-26,A+,Single,9632407913,user215@mail.com,Local Address,Nashik,Maharashtra,India,402886,179,61,19.0,No,Occasionally,Diabetes,D104,New India Assurance,POL387226,2022-09-06
P00216,Rohan,Patil,Male,39,1986-02-26,A-,Married,9415556975,user216@mail.com,Local Address,Mumbai,Maharashtra,India,409780,174,90,29.7,No,Occasionally,Thyroid,D109,Star Health,POL343867,2021-06-04
P00217,Suresh,Joshi,Male,40,1985-08-30,A+,Single,9219851143,user217@mail.com,Local Address,Pune,Maharashtra,India,404978,178,79,24.9,Yes,No,None,D110,HDFC Ergo,POL752975,2022-08-11
P00218,Suresh,Joshi,Female,55,1970-12-21,O+,Single,9852029668,user218@mail.com,Local Address,Mumbai,Maharashtra,India,406886,154,74,31.2,No,Occasionally,Diabetes,D107,Reliance General,POL438078,2020-09-17
P00219,Vikas,Gupta,Female,41,1984-12-17,AB-,Single,9464905321,user219@mail.com,Local Address,Navi Mumbai,Maharashtra,India,406585,169,78,27.3,Yes,No,Asthma,D100,ICICI Lombard,POL510817,2020-03-06
P00220,Kavita,Iyer,Male,40,1985-03-29,A+,Married,9248231274,user220@mail.com,Local Address,Mumbai,Maharashtra,India,410123,154,79,33.3,No,No,Diabetes,D110,HDFC Ergo,POL869866,2021-06-15
P00221,Pooja,Patil,Male,45,1980-06-02,AB-,Married,9025002829,user221@mail.com,Local Address,Mumbai,Maharashtra,India,404237,160,50,19.5,No,No,Diabetes,D107,Star Health,POL980350,2022-07-30
P00222,Kavita,Iyer,Male,37,1988-01-30,O-,Married,9611154631,user222@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400987,169,72,25.2,Yes,No,Hypertension,D104,Star Health,POL217836,2020-10-27
P00223,Amit,Kulkarni,Male,36,1989-10-15,AB-,Single,9915406054,user223@mail.com,Local Address,Nashik,Maharashtra,India,409810,167,76,27.3,Yes,No,None,D108,Reliance General,POL643350,2022-04-20
P00224,Sneha,Verma,Male,50,1975-11-06,A+,Married,9121274009,user224@mail.com,Local Address,Mumbai,Maharashtra,India,402064,178,71,22.4,No,No,Diabetes,D105,HDFC Ergo,POL823357,2021-01-07
P00225,Amit,Mehta,Female,45,1980-09-17,AB+,Married,9413382907,user225@mail.com,Local Address,Mumbai,Maharashtra,India,406699,176,66,21.3,No,No,None,D110,New India Assurance,POL665035,2023-07-07
P00226,Neha,Verma,Female,60,1965-05-13,AB-,Single,9029497932,user226@mail.com,Local Address,Navi Mumbai,Maharashtra,India,409082,175,71,23.2,Yes,Occasionally,Asthma,D105,Reliance General,POL511120,2020-04-14
P00227,Anjali,Joshi,Male,46,1979-03-23,B+,Married,9208985467,user227@mail.com,Local Address,Nashik,Maharashtra,India,410592,180,60,18.5,No,No,None,D100,Star Health,POL522823,2022-04-18
P00228,Vikas,Joshi,Female,42,1983-06-13,O-,Married,9545642621,user228@mail.com,Local Address,Nashik,Maharashtra,India,409760,178,70,22.1,Yes,No,Hypertension,D108,HDFC Ergo,POL231099,2022-03-04
